"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"xsycon.nlogo"
"x-sycon experiment"
"10/20/2025 03:06:46:321 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num-carriers","p-new-DE","max-blocked-frac","kappa","run-seed","[step]","service-throughput","miss-rate","mean-ttfr","mean-latency","energy-per-task","coverage-entropy","field-mean","field-var"
"494","10","0.06","0.1","0.8","4","5000","0.0538","0.09034267912772585","159.50735294117646","265.73489932885906","183.13011152416357","5.069378905593998","1.960561485539527","8.373190794048769"
"495","10","0.06","0.1","0.8","5","5000","0.0538","0.06188925081433225","160.50735294117646","255.05555555555554","183.9628252788104","5.041123737147125","1.8384177908203456","7.790856906725593"
"496","10","0.06","0.1","0.8","6","5000","0.0514","0.087248322147651","176.75665399239543","274.434628975265","192.58365758754863","5.033253354890698","1.9310890912505463","8.66848968409281"
"497","10","0.06","0.1","0.8","7","5000","0.0434","0.09486166007905138","175.14414414414415","281.655601659751","227.61751152073734","4.893209135955545","1.6685683394729784","7.862712918565834"
"498","10","0.06","0.1","0.8","8","5000","0.049","0.1076388888888889","157.87649402390437","265.2028985507246","202.02448979591836","4.985666201675299","1.801616523894155","7.679539733994818"
"499","10","0.06","0.1","0.8","9","5000","0.054","0.0707395498392283","175.27106227106228","272.48972602739724","183.24074074074073","4.996811004763652","1.9915128471924262","9.155173173570025"
"500","10","0.06","0.1","0.8","10","4823","0.05639643375492432","0.09177215189873418","177.34892086330936","283.81063122923587","175.39705882352942","5.095000206603256","2.164521742477958","9.406684657736685"
"501","10","0.06","0.1","1.2","1","5000","0.0438","0.14184397163120568","149.01357466063348","291.5945945945946","226.986301369863","4.804012724879143","1.9592540090634505","8.24620747966054"
"502","10","0.06","0.1","1.2","2","5000","0.0488","0.10238907849829351","166.15261044176708","283.06569343065695","203.28688524590163","4.899347115100492","1.9416952930122566","8.649471145594486"
"503","10","0.06","0.1","1.2","3","5000","0.0462","0.13937282229965156","160.22821576763485","288.64944649446494","215.2900432900433","4.804428443850202","1.9962828475264771","8.88170810663154"
"504","10","0.06","0.1","1.2","4","5000","0.0474","0.10344827586206896","156.18595041322314","273.37453183520597","209.69198312236287","4.846239450918353","1.791309615915635","8.250407050391905"
"505","10","0.06","0.1","1.2","5","5000","0.0438","0.1595744680851064","162.47787610619469","310.8333333333333","226.99543378995435","4.8571151577228715","2.059384786728836","9.477718346095765"
"506","10","0.06","0.1","1.2","6","5000","0.048","0.14","180.3913043478261","301.4326241134752","207.375","4.8908531892808815","2.1191264800692293","9.908954007883246"
"507","10","0.06","0.1","1.2","7","5000","0.0476","0.13712374581939799","161.39271255060729","288.3225806451613","208.5546218487395","4.939007373416666","2.00199929321691","9.33682225258427"
"508","10","0.06","0.1","1.2","8","5000","0.0468","0.1453287197231834","173.9672131147541","299.10869565217394","212.36324786324786","4.846140954064706","2.033784933303515","9.333990221367731"
"509","10","0.06","0.1","1.2","9","5000","0.0474","0.1206896551724138","172.9877049180328","294.2720588235294","209.67932489451476","4.892392849449368","1.9698956553570752","9.542359358977754"
"510","10","0.06","0.1","1.2","10","5000","0.0512","0.13249211356466878","178.8560606060606","301.30536912751677","193.71875","4.909112897683928","2.260312927495742","9.933565164281273"
"511","10","0.06","0.1","1.6","1","5000","0.0514","0.11146496815286625","140.08778625954199","270.32191780821915","193.6342412451362","4.858782266458753","2.0262628594467533","8.54945981202954"
"512","10","0.06","0.1","1.6","2","5000","0.0426","0.1840277777777778","185.55066079295153","331.7518796992481","233.83098591549296","4.710262966402377","2.2635964978439054","10.139601333700076"
"513","10","0.06","0.1","1.6","3","5000","0.0394","0.21863799283154123","156.2107843137255","336.87984496124034","253.0253807106599","4.617979910808515","2.230327306176276","10.03478494117396"
"514","10","0.06","0.1","1.6","4","5000","0.047","0.17197452229299362","145.9875518672199","302.6228373702422","211.77446808510638","4.796729607901496","2.245953632528155","10.092231522137633"
"515","10","0.06","0.1","1.6","5","5000","0.042","0.2222222222222222","186.96363636363637","356.463768115942","237.08095238095237","4.846278275529781","2.5331213440362577","11.641596347807242"
"516","10","0.06","0.1","1.6","6","5000","0.0434","0.21782178217821782","166.5374449339207","340.6113074204947","229.47926267281105","4.531290427237175","2.5201383178836005","11.068476119426224"
"517","10","0.06","0.1","1.6","7","5000","0.0456","0.16887417218543047","162.95850622406638","303.57706093189967","218.4298245614035","4.80409362149219","2.192072595758528","10.179692605389"
"518","10","0.06","0.1","1.6","8","5000","0.0474","0.17704918032786884","168.31451612903226","314.7250859106529","210.14345991561183","4.63369078020894","2.2984328771124933","10.324233482408598"
"519","10","0.06","0.1","1.6","9","5000","0.0504","0.13504823151125403","159.12790697674419","294.3095238095238","197.48809523809524","4.8495015168261615","2.19585554669232","9.50323975154223"
"520","10","0.06","0.1","1.6","10","5000","0.0458","0.21671826625386997","143.00420168067228","320.87959866220734","217.56768558951964","4.731220476375661","2.570990652213295","11.4783951047799"
"521","10","0.06","0.15","0.5","1","5000","0.048","0.08480565371024736","160.6437246963563","261.0265151515151","205.34166666666667","5.005176623341971","1.6830354268466858","7.698671553137002"
"522","10","0.06","0.15","0.5","2","4953","0.05693519079345851","0.059748427672955975","175.92280701754385","275.3455149501661","172.75886524822695","5.103126534245825","2.070047616688383","9.844842552143655"
"523","10","0.06","0.15","0.5","3","5000","0.0492","0.07042253521126761","173.62","270.88345864661653","199.5691056910569","5.065642712605726","1.7404403346702133","7.961538119930156"
"524","10","0.06","0.15","0.5","4","5000","0.0454","0.1","149.80349344978166","268.45669291338584","216.71806167400882","4.962351242023115","1.6206482850015542","7.3832486645641415"
"525","10","0.06","0.15","0.5","5","5000","0.0542","0.06329113924050633","184.78776978417267","271.93470790378007","180.2029520295203","5.00071138373385","1.9756013067670923","9.182439212519537"
"526","10","0.06","0.15","0.5","6","5000","0.0474","0.08394160583941605","156.59259259259258","259.2769230769231","208.0717299578059","4.881948065505886","1.6566900073871054","8.070272987377116"
"527","10","0.06","0.15","0.5","7","5000","0.0562","0.04777070063694268","161.3992932862191","252.4560810810811","174.82562277580072","5.014569652773169","1.810621977804581","8.156694572657239"
"528","10","0.06","0.15","0.5","8","5000","0.0546","0.046357615894039736","176.22382671480145","263.9721254355401","180","5.0680134009060245","1.8334992478322212","7.897700212663766"
"529","10","0.06","0.15","0.5","9","5000","0.048","0.11072664359861592","177.4938775510204","291.2647058823529","205.55833333333334","5.018559873727476","1.9439839029535388","8.683049015526834"
"530","10","0.06","0.15","0.5","10","5000","0.0552","0.07232704402515723","159.8450704225352","252.30100334448161","177.53623188405797","5.140592250077034","1.8114637352238232","8.031312610277151"
"531","10","0.06","0.15","0.8","1","5000","0.046","0.11458333333333333","150.8803418803419","280.87072243346006","215.5391304347826","4.7484215855793455","1.9309718584597995","9.305316930479986"
"532","10","0.06","0.15","0.8","2","5000","0.0474","0.12027491408934708","159.76954732510288","288.8125","209.0126582278481","4.956488929045988","1.9494400482326266","8.714896085247299"
"533","10","0.06","0.15","0.8","3","4740","0.0580168776371308","0.07886435331230283","190.0944055944056","293.8833333333333","170.8181818181818","5.008847804136613","2.3195958239679855","10.134800938883195"
"534","10","0.06","0.15","0.8","4","5000","0.0416","0.16165413533834586","158.77981651376146","295.63346613545815","238.3125","4.82017475626227","1.8707528750832083","8.57219243630975"
"535","10","0.06","0.15","0.8","5","5000","0.0484","0.14098360655737704","166.94","302.0701754385965","204.9793388429752","4.822968341334488","2.20888088114358","9.956110522985151"
"536","10","0.06","0.15","0.8","6","5000","0.053","0.08250825082508251","170.28782287822878","280.651724137931","186.74716981132076","4.883658873637657","2.0066230657131197","9.049963508227384"
"537","10","0.06","0.15","0.8","7","5000","0.0448","0.1166077738515901","145.11637931034483","270.52140077821014","220.64285714285714","4.788058481463553","1.778161246443676","8.15632318790299"
"538","10","0.06","0.15","0.8","8","5000","0.0486","0.10801393728222997","169.63095238095238","285.0839416058394","202.8312757201646","4.95089163889437","1.919679244848847","8.65735650290894"
"539","10","0.06","0.15","0.8","9","5000","0.0512","0.12658227848101267","169.83895131086143","293.2635135135135","192.4765625","4.962376913642456","2.1409300244926244","10.089131748252127"
"540","10","0.06","0.15","0.8","10","5000","0.0516","0.08496732026143791","179.40449438202248","283.1443661971831","191.73643410852713","4.872746708481485","2.008598322597801","8.889208844397029"
"541","10","0.06","0.15","1.2","1","5000","0.0478","0.17592592592592593","160.65040650406505","325.4189189189189","208.20083682008368","4.741000662679272","2.5536217541741997","11.070087839443662"
"542","10","0.06","0.15","1.2","2","5000","0.0456","0.17333333333333334","196.92016806722688","342.0392857142857","218.25438596491227","4.771542077307668","2.5032235763735016","10.645847025612252"
"543","10","0.06","0.15","1.2","3","5000","0.0374","0.27017543859649124","154.86010362694302","361.21590909090907","266.2245989304813","4.5321471037454755","2.5547682348331455","10.919412749752178"
"544","10","0.06","0.15","1.2","4","5000","0.0436","0.21926910299003322","148.75","324.4964788732394","227.848623853211","4.659730999987478","2.425926392276244","10.118576178800177"
"545","10","0.06","0.15","1.2","5","5000","0.0372","0.25461254612546125","159.94329896907217","353.9450980392157","267.6989247311828","4.624613083139657","2.335146621685129","10.628949292072681"
"546","10","0.06","0.15","1.2","6","5000","0.0434","0.18983050847457628","183.625","339.45054945054943","229.32718894009216","4.856034519819005","2.411867466039126","10.511206824862187"
"547","10","0.06","0.15","1.2","7","5000","0.0408","0.1906474820143885","147.8262910798122","303.45525291828795","243.7450980392157","4.690939686692212","2.0099979686540292","8.856855618885858"
"548","10","0.06","0.15","1.2","8","5000","0.0498","0.13782051282051283","174.14396887159532","319.4246575342466","198.91967871485943","4.768191552017773","2.38003516056932","10.817876408659924"
"549","10","0.06","0.15","1.2","9","5000","0.043","0.17667844522968199","160.8675799086758","327.0641509433962","231.94883720930233","4.647607449522089","2.2421260683015403","10.012582620005839"
"550","10","0.06","0.15","1.2","10","5000","0.046","0.17320261437908496","175.0253164556962","330.8551236749117","216.76521739130436","4.687385394240435","2.4208718754750485","10.892810776464481"
"551","10","0.06","0.15","1.6","1","5000","0.0416","0.2532051282051282","173.29545454545453","364.9581881533101","239.53846153846155","4.6727072193134465","2.820048284975652","11.599085980871186"
"552","10","0.06","0.15","1.6","2","5000","0.0412","0.23934426229508196","163.48325358851676","358.31541218637994","241.38349514563106","4.418415234840005","2.690715609853506","11.472375026336115"
"553","10","0.06","0.15","1.6","3","5000","0.0352","0.32996632996632996","159.10695187165774","390.514598540146","282.1136363636364","4.42046259553194","2.844421607209345","12.143691771808582"
"554","10","0.06","0.15","1.6","4","5000","0.0398","0.2857142857142857","173.81447963800906","356.5644599303136","249.85427135678393","4.532325429949558","2.6748034371115117","12.235756145352767"
"555","10","0.06","0.15","1.6","5","5000","0.0368","0.28523489932885904","143.21025641025642","365.542750929368","270.7228260869565","4.493265423728447","2.7441120759480366","11.140148523063163"
"556","10","0.06","0.15","1.6","6","5000","0.0398","0.2179930795847751","156.68627450980392","339.67175572519085","250.47738693467338","4.5559794748667795","2.3454051998131376","10.716469050520324"
"557","10","0.06","0.15","1.6","7","5000","0.031","0.30970149253731344","150.36196319018404","383.01680672268907","321.2193548387097","4.217375025591749","2.531348919047578","11.359408575403487"
"558","10","0.06","0.15","1.6","8","5000","0.0392","0.26666666666666666","169.04390243902438","363.0471014492754","254.05102040816325","4.6438427216591345","2.6916644240363983","11.950769865911136"
"559","10","0.06","0.15","1.6","9","5000","0.0312","0.3271375464684015","150.7716049382716","386.16803278688525","318.9294871794872","4.32256319158478","2.5125361751574498","11.479515114905729"
"560","10","0.06","0.15","1.6","10","5000","0.0372","0.22137404580152673","184.76530612244898","358.327868852459","267.7258064516129","4.53206952071335","2.278256558441056","10.479399860676523"
"561","10","0.06","0.22","0.5","1","5000","0.05","0.09120521172638436","153.35384615384615","260.1474820143885","195.156","4.949497437030721","1.939337195515603","8.716450203383458"
"562","10","0.06","0.22","0.5","2","5000","0.0464","0.1617161716171617","165.84255319148937","322.4056939501779","212.8405172413793","4.880619743085919","2.2915217149210165","10.589054679446342"
"563","10","0.06","0.22","0.5","3","5000","0.0522","0.09539473684210527","160.61194029850745","276.08620689655174","187.80459770114942","5.003315866585263","2.0269896933556724","8.925466042427532"
"564","10","0.06","0.22","0.5","4","5000","0.051","0.12149532710280374","182.9624060150376","305.15986394557825","193.09803921568627","5.023506317709165","2.2875435366362353","10.379430795795653"
"565","10","0.06","0.22","0.5","5","5000","0.0524","0.10197368421052631","144.6301886792453","268.73037542662115","187.54198473282443","4.975026197226084","1.9172043576576612","8.798266922698907"
"566","10","0.06","0.22","0.5","6","5000","0.0498","0.11920529801324503","169.14341085271317","290.00701754385966","197.3975903614458","4.878837671252055","2.052807778611589","9.676573801836119"
"567","10","0.06","0.22","0.5","7","4925","0.05583756345177665","0.07716049382716049","154.08273381294964","268.6933333333333","175.8581818181818","4.925014288050024","2.083672380866001","9.453169342773135"
"568","10","0.06","0.22","0.5","8","4977","0.05364677516576251","0.10461538461538461","168.59205776173286","282.71760797342193","182.38951310861424","4.9756000011522","2.171060651643648","9.39101591605846"
"569","10","0.06","0.22","0.5","9","5000","0.0504","0.10963455149501661","158.72586872586874","278.21754385964914","194.96825396825398","4.896871885963557","1.9641944877691873","8.833003289978022"
"570","10","0.06","0.22","0.5","10","5000","0.053","0.08974358974358974","150.7074074074074","269.641638225256","185.43396226415095","5.009057520252169","1.9100316551435703","8.802110588162686"
"571","10","0.06","0.22","0.8","1","5000","0.0404","0.23648648648648649","181.9433962264151","360.52941176470586","244.96534653465346","4.603922978259457","2.6412776383368017","11.534293711182064"
"572","10","0.06","0.22","0.8","2","5000","0.0424","0.22039473684210525","167.337899543379","350.06810035842295","233.70754716981133","4.733612341684985","2.630005984948905","11.712622016984742"
"573","10","0.06","0.22","0.8","3","5000","0.047","0.14429530201342283","175.072","305.5791366906475","211.08510638297872","4.717799434445637","2.1982808600668133","10.025911741839197"
"574","10","0.06","0.22","0.8","4","5000","0.044","0.17708333333333334","155.22222222222223","316.47232472324725","225.4","4.610746568175192","2.212106415934704","9.38281567289452"
"575","10","0.06","0.22","0.8","5","5000","0.0446","0.17114093959731544","160.33920704845815","323.25912408759126","222.2780269058296","4.791988675871826","2.317044639481257","10.073427694789471"
"576","10","0.06","0.22","0.8","6","5000","0.0486","0.14715719063545152","186.45634920634922","321.73519163763063","202.4897119341564","4.825217721666772","2.2963732366766987","10.043534461628612"
"577","10","0.06","0.22","0.8","7","5000","0.0436","0.21794871794871795","145.0482456140351","325.6818181818182","226.19724770642202","4.806510528970315","2.47444481917983","10.72992864093147"
"578","10","0.06","0.22","0.8","8","5000","0.0476","0.1465798045602606","159.74693877551022","300.9964664310954","208.41596638655463","4.663586250598691","2.160301270914824","9.562909628733582"
"579","10","0.06","0.22","0.8","9","5000","0.0482","0.14576271186440679","178.36947791164658","320.7535211267606","205.746887966805","4.681895602951621","2.280114934913136","10.5175527487942"
"580","10","0.06","0.22","0.8","10","5000","0.0464","0.19155844155844157","165.50622406639005","333.05841924398624","214.08189655172413","4.825092844845338","2.494758293768819","10.995394277483983"
"581","10","0.06","0.22","1.2","1","5000","0.043","0.2356687898089172","166.84304932735427","354.70242214532874","231.27441860465117","4.637733375058678","2.7904518225529964","11.675172066481698"
"582","10","0.06","0.22","1.2","2","5000","0.031","0.3125","180.6705882352941","388.97872340425533","319.71612903225804","4.2597854351639475","2.41678836160384","11.121455632950036"
"583","10","0.06","0.22","1.2","3","5000","0.0396","0.2408026755852843","168.26315789473685","363.2888888888889","251.3080808080808","4.632272699179224","2.6641525105821127","11.335588202441363"
"584","10","0.06","0.22","1.2","4","5000","0.0366","0.27017543859649124","176.42487046632124","379.2230769230769","270.91256830601094","4.445023629153511","2.6931654637278473","11.102684578901345"
"585","10","0.06","0.22","1.2","5","5000","0.0398","0.2354948805460751","146.63942307692307","334.32835820895525","249.33668341708542","4.548113617348097","2.483810944927314","10.876953290316754"
"586","10","0.06","0.22","1.2","6","5000","0.039","0.2604166666666667","132.66831683168317","335.6185185185185","254.02564102564102","4.465711945431932","2.4117509499844987","10.181133630145698"
"587","10","0.06","0.22","1.2","7","5000","0.0414","0.25","184.74885844748857","375.82978723404256","239.90821256038646","4.699154756163626","2.7830983995075136","11.685408391650997"
"588","10","0.06","0.22","1.2","8","5000","0.035","0.25660377358490566","168.97252747252747","370.81893004115227","284.0628571428571","4.386651504538466","2.4589117102358524","10.815328951574147"
"589","10","0.06","0.22","1.2","9","5000","0.0422","0.19791666666666666","130.89302325581394","313.06716417910445","236.11848341232226","4.583245359468534","2.185577944355108","9.588965002628234"
"590","10","0.06","0.22","1.2","10","5000","0.0366","0.20754716981132076","169.7357512953368","344.60084033613447","271.11475409836066","4.477559063861223","2.2296024450106464","9.96300353570165"
"591","10","0.06","0.22","1.6","1","5000","0.031","0.3617021276595745","158.34782608695653","415.53307392996106","320.458064516129","4.3648133165179495","2.8988756478729663","12.079325834887653"
"592","10","0.06","0.22","1.6","2","5000","0.0372","0.2687074829931973","132.2577319587629","349.64150943396226","266.33870967741933","4.574907863373141","2.5909272575514106","10.296152654541965"
"593","10","0.06","0.22","1.6","3","5000","0.0264","0.4479166666666667","118.86428571428571","444.95785440613025","377.8712121212121","4.044857739028102","3.2102630297046866","14.294784251402094"
"594","10","0.06","0.22","1.6","4","5000","0.0344","0.32550335570469796","168.3756906077348","401.3717472118959","288.55232558139534","4.495279917773859","2.9899704387101607","12.715981438146816"
"595","10","0.06","0.22","1.6","5","5000","0.0366","0.2982456140350877","142.6","376.0559701492537","272.7049180327869","4.310103515334336","2.719395785112665","11.05453575659793"
"596","10","0.06","0.22","1.6","6","5000","0.031","0.36496350364963503","154.9878048780488","402.7450980392157","321.0774193548387","4.227686280415936","2.7412017650452514","11.945205594562623"
"597","10","0.06","0.22","1.6","7","5000","0.0336","0.31560283687943264","155.82022471910113","384.7003891050584","296.2797619047619","4.240747496342497","2.65575687612515","11.973421428824723"
"598","10","0.06","0.22","1.6","8","5000","0.0374","0.2891156462585034","153.86","376.7389705882353","266.72192513368987","4.569088480812206","2.7834391421282914","11.172708171806644"
"599","10","0.06","0.22","1.6","9","5000","0.0386","0.2814569536423841","157.02985074626866","384.0719424460432","258.0103626943005","4.429184610855411","2.9318408509095","11.683491112092792"
"600","10","0.06","0.22","1.6","10","5000","0.0316","0.3674911660777385","172.76","407.48473282442745","314.72151898734177","4.379049512786891","2.9068308400971925","12.180802981322326"
"601","10","0.06","0.28","0.5","1","5000","0.0488","0.11486486486486487","170.0515873015873","299.9136690647482","201.74180327868854","4.8840501205378075","2.14009412415344","9.506424094969715"
"602","10","0.06","0.28","0.5","2","5000","0.043","0.1917808219178082","170.90625","331.549815498155","228.31162790697675","4.838257310277172","2.3492839199497957","10.729660601785207"
"603","10","0.06","0.28","0.5","3","4982","0.05118426334805299","0.14018691588785046","150.87644787644788","298.94666666666666","189.67843137254903","4.8776547559509025","2.2940450177427616","10.620849898203517"
"604","10","0.06","0.28","0.5","4","5000","0.0368","0.2462686567164179","158.14948453608247","352.816","268.3097826086956","4.650477227532634","2.290261116099774","10.458810375410144"
"605","10","0.06","0.28","0.5","5","5000","0.0486","0.1488673139158576","169.1031746031746","307.19723183391005","199.8724279835391","4.971047467405115","2.2797199564271153","10.015135742596911"
"606","10","0.06","0.28","0.5","6","5000","0.0484","0.14426229508196722","188.38492063492063","319.43356643356645","198.0082644628099","4.969080916669121","2.3213623208817027","10.716356765943617"
"607","10","0.06","0.28","0.5","7","4791","0.05405969526194949","0.1277258566978193","181.21481481481482","303.49666666666667","178.72586872586874","4.915918818725961","2.415861490796357","10.843486005673064"
"608","10","0.06","0.28","0.5","8","5000","0.0434","0.19047619047619047","173.95594713656388","335.43223443223445","226.8663594470046","4.704181815009576","2.3945375406897687","10.465959907917057"
"609","10","0.06","0.28","0.5","9","5000","0.047","0.11864406779661017","183.1174089068826","302.2925925925926","207.8340425531915","4.9235195454134555","2.1551656731065862","9.909779158383806"
"610","10","0.06","0.28","0.5","10","5000","0.0476","0.1619047619047619","194.9718875502008","340.56747404844293","204.88655462184875","4.87685630650904","2.5697387651617465","11.656580076572062"
"611","10","0.06","0.28","0.8","1","5000","0.0484","0.17295597484276728","160.18725099601593","320.86531986531986","204.5","4.830246323616172","2.474642252545675","10.310381060802863"
"612","10","0.06","0.28","0.8","2","5000","0.0426","0.19791666666666666","145.32272727272726","326.7148148148148","232.2300469483568","4.632062806600443","2.248925521107505","10.808228779441286"
"613","10","0.06","0.28","0.8","3","5000","0.0392","0.21052631578947367","135.88669950738915","317.87301587301585","252.5969387755102","4.583379279581837","2.045385345142147","8.900171500607913"
"614","10","0.06","0.28","0.8","4","5000","0.0402","0.23943661971830985","147.55502392344496","349.5576208178439","247.17412935323384","4.649941595115931","2.3981229083144133","10.792649612724299"
"615","10","0.06","0.28","0.8","5","5000","0.039","0.19636363636363635","160.8939393939394","337.0120481927711","253.00512820512822","4.7751095380490245","2.238581353287561","10.026657791284666"
"616","10","0.06","0.28","0.8","6","5000","0.0442","0.16433566433566432","163.24242424242425","316.5","224.00452488687782","4.756329359620415","2.1514248182276687","9.651380629592289"
"617","10","0.06","0.28","0.8","7","5000","0.0392","0.22377622377622378","166.0721153846154","347.08076923076925","253.04591836734693","4.637925224673258","2.4206220417225257","11.03215535639259"
"618","10","0.06","0.28","0.8","8","5000","0.0428","0.2214765100671141","186.60888888888888","361.49285714285713","231.63084112149534","4.6189839375436","2.6757673251058365","11.080927236108367"
"619","10","0.06","0.28","0.8","9","5000","0.037","0.2572463768115942","184.42211055276383","368.7890625","267.85945945945946","4.631814710904154","2.448040925320152","11.170879298134908"
"620","10","0.06","0.28","0.8","10","5000","0.0426","0.22295081967213115","133.91479820627802","332.5409252669039","232.08450704225353","4.746997508342287","2.426830672557478","10.346942810288832"
"621","10","0.06","0.28","1.2","1","5000","0.0328","0.3583617747440273","139.48538011695908","397.90706319702605","303.0182926829268","4.336491485650663","2.956221322424155","12.529006297101702"
"622","10","0.06","0.28","1.2","2","5000","0.0344","0.32996632996632996","170.95135135135135","402.8037037037037","288.56976744186045","4.503594716080062","2.9822601867988014","12.656978163098538"
"623","10","0.06","0.28","1.2","3","5000","0.032","0.38513513513513514","146.2941176470588","417.58029197080293","310.7125","4.347151027565147","3.1345991862099982","12.632588252381163"
"624","10","0.06","0.28","1.2","4","5000","0.0372","0.2638888888888889","155.703125","368.0419847328244","266.76881720430106","4.391623000111011","2.549805146484104","11.395144482686495"
"625","10","0.06","0.28","1.2","5","5000","0.041","0.25163398692810457","137.739336492891","349.28014184397165","241.98048780487804","4.598772250538575","2.623018046528896","11.242538152272266"
"626","10","0.06","0.28","1.2","6","5000","0.036","0.29347826086956524","178.77894736842106","382.51340996168585","274.7388888888889","4.550819014693297","2.624394169585929","11.063344307185991"
"627","10","0.06","0.28","1.2","7","5000","0.0326","0.3436426116838488","166.89017341040463","412.97338403041823","305.4539877300613","4.405237056568448","2.9183874173276734","13.662381630128934"
"628","10","0.06","0.28","1.2","8","5000","0.034","0.302158273381295","176.7032967032967","392.50787401574803","292.8411764705882","4.321581644439749","2.6841060644019543","11.747853813712354"
"629","10","0.06","0.28","1.2","9","5000","0.0338","0.31958762886597936","143.29714285714286","383.63358778625957","293.84023668639054","4.238670053426992","2.779162137421668","12.211911251847383"
"630","10","0.06","0.28","1.2","10","5000","0.036","0.288135593220339","145.15135135135134","381.8301886792453","275.84444444444443","4.323119167178865","2.7419620471796495","11.718713433942856"
"631","10","0.06","0.28","1.6","1","5000","0.031","0.3458646616541353","164.56603773584905","415.2186234817814","321.19354838709677","4.266959046023847","2.7975396940651005","11.943871424684026"
"632","10","0.06","0.28","1.6","2","5000","0.03","0.35507246376811596","144.19108280254778","410.68548387096774","332.0733333333333","4.265665758232775","2.8007434691763846","11.872588546204128"
"633","10","0.06","0.28","1.6","3","5000","0.0266","0.4044943820224719","159.40579710144928","440.7717842323651","374.2105263157895","4.004304741888727","2.887375629194103","12.940247345931784"
"634","10","0.06","0.28","1.6","4","5000","0.0272","0.41901408450704225","143","438.99607843137255","366.77941176470586","4.153375157689375","3.1124562459780396","13.337722852898102"
"635","10","0.06","0.28","1.6","5","5000","0.0318","0.3193916349809886","154.11042944785277","403.55555555555554","312.2704402515723","4.301263217262819","2.699257323635268","11.414360941337021"
"636","10","0.06","0.28","1.6","6","5000","0.0332","0.34375","154.79310344827587","406.07169811320756","300.18674698795184","4.403733973456832","2.927883733548556","12.346033956602183"
"637","10","0.06","0.28","1.6","7","5000","0.0364","0.2935153583617747","175.83333333333334","389.160447761194","273.7307692307692","4.34877047305776","2.823097446106265","12.196135281319792"
"638","10","0.06","0.28","1.6","8","5000","0.0302","0.3492647058823529","145.13664596273293","403.1138211382114","329.9668874172185","4.278094127846402","2.768657653191579","11.317402545624555"
"639","10","0.06","0.28","1.6","9","5000","0.0308","0.37809187279151946","156.89820359281438","414.30651340996167","323.2012987012987","4.217952516365012","2.9788767646321572","12.348930202576943"
"640","10","0.06","0.28","1.6","10","5000","0.0378","0.3323076923076923","148.2463768115942","384.54882154882154","263.6031746031746","4.383025532679529","3.1637837401161715","12.509185300065502"
"641","25","0.02","0.1","0.5","1","5000","0.0206","0","78","130.79611650485438","1207.0679611650485","4.4196945386488675","0.26901578322224307","1.3196029793604303"
"642","25","0.02","0.1","0.5","2","5000","0.0198","0.0196078431372549","59.96969696969697","124.48514851485149","1257.6565656565656","4.376735970252383","0.2465519129514206","1.1819799820031072"
"643","25","0.02","0.1","0.5","3","5000","0.02","0","74.62","122.97","1244.78","4.450473847362888","0.2514309255244223","1.234418264072495"
"644","25","0.02","0.1","0.5","4","5000","0.0222","0","77.66666666666667","123.38738738738739","1120.036036036036","4.503475773359134","0.2711026791460885","1.3001211316038868"
"645","25","0.02","0.1","0.5","5","5000","0.0198","0.009615384615384616","67.56","118.4","1257.2121212121212","4.51990480104505","0.2342223464505236","1.1558008226257277"
"646","25","0.02","0.1","0.5","6","5000","0.017","0.053763440860215055","72","138.67777777777778","1463.5529411764705","4.386046226852081","0.2637805847846344","1.3090932843667704"
"647","25","0.02","0.1","0.5","7","5000","0.0216","0.034482758620689655","97.95412844036697","157.47321428571428","1150.5092592592594","4.5425094710417655","0.36268464609938417","1.7868216980561087"
"648","25","0.02","0.1","0.5","8","5000","0.0182","0","59.24175824175824","103.34065934065934","1366.7802197802198","4.372222420126098","0.18292568893208658","0.8713567994942574"
"649","25","0.02","0.1","0.5","9","5000","0.0194","0.02","58.61224489795919","108.21212121212122","1283.1546391752577","4.400916915870689","0.20780354713049318","0.972011084524274"
"650","25","0.02","0.1","0.5","10","5000","0.017","0.011111111111111112","55.705882352941174","112.33720930232558","1465.035294117647","4.4124892683521395","0.19331126915720406","0.9177549314337444"
"651","25","0.02","0.1","0.8","1","5000","0.0222","0.008771929824561403","89.93693693693693","149.16071428571428","1122.6846846846847","4.3683084003853265","0.33086896539788463","1.570617631093351"
"652","25","0.02","0.1","0.8","2","5000","0.018","0.1388888888888889","78.58064516129032","192.16190476190476","1384.4222222222222","4.178890300834774","0.43103409839426104","2.3924653516999244"
"653","25","0.02","0.1","0.8","3","5000","0.018","0.041237113402061855","70.05494505494505","143.67021276595744","1384.5333333333333","4.393934819074489","0.29848462454052094","1.508829794641908"
"654","25","0.02","0.1","0.8","4","5000","0.0164","0.07526881720430108","73.29268292682927","168.58426966292134","1518.8536585365853","4.307158882823562","0.31973136870761143","1.604798882974558"
"655","25","0.02","0.1","0.8","5","5000","0.0166","0.042105263157894736","82.0952380952381","159.44827586206895","1501.9759036144578","4.29995576220224","0.3115144560695888","1.559312422300379"
"656","25","0.02","0.1","0.8","6","5000","0.0172","0.041666666666666664","82.03448275862068","147.36666666666667","1449.1511627906978","4.434282402564192","0.28917716629810136","1.4095607462788702"
